tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,contract_type,payment_method,internet_service,has_streaming,has_security_pack,num_products,region,customer_age,is_promo
21,79.01,1659.21,1,1,85.54,mensual,credito,fibra,0,1,1,sur,39,0
52,68.27,3550.04,2,3,86.92,mensual,efectivo,cable,0,1,1,oeste,41,0
5,105.02,525.1,1,2,72.45,anual,transferencia,fibra,1,1,3,norte,41,0
2,84.85,169.7,2,0,84.84,bianual,credito,fibra,1,0,3,norte,42,0
27,131.72,3556.44,1,2,80.52,mensual,credito,fibra,1,1,1,centro,77,1
2,84.45,168.9,2,1,111.5,mensual,debito,movil,1,0,4,oeste,67,0
39,145.06,5657.34,0,1,182.24,mensual,efectivo,fibra,1,1,1,norte,49,0
15,87.13,1306.95,1,0,149.76,mensual,credito,fibra,1,1,3,centro,78,0
21,56.17,1179.57,0,2,134.56,anual,credito,fibra,0,1,4,centro,57,1
8,105.57,844.56,1,0,169.88,bianual,debito,movil,1,1,2,oeste,54,0
53,78.51,4161.03,2,1,115.0,anual,debito,fibra,1,1,4,centro,46,0
13,105.43,1370.59,2,1,50.53,anual,efectivo,fibra,0,0,3,centro,31,1
20,60.75,1215.0,3,2,121.27,mensual,debito,fibra,1,0,1,norte,28,0
40,88.55,3542.0,1,1,70.28,anual,credito,movil,0,0,1,norte,28,1
3,73.46,220.38,1,5,31.7,mensual,credito,movil,1,1,4,centro,51,1
24,68.63,1647.12,1,1,84.22,mensual,efectivo,movil,0,0,1,centro,56,0
11,84.39,928.29,0,2,189.61,anual,transferencia,fibra,1,0,1,oeste,47,0
36,102.1,3675.6,1,2,133.32,anual,debito,movil,0,1,4,norte,50,0
1,94.6,94.6,2,1,101.72,bianual,credito,fibra,0,0,3,sur,55,1
45,52.62,2367.9,1,3,167.11,anual,debito,fibra,0,1,3,centro,62,0
28,79.76,2233.28,2,1,111.29,mensual,credito,cable,1,1,1,sur,58,0
4,69.19,276.76,2,1,133.97,mensual,credito,fibra,1,1,2,centro,65,1
18,105.55,1899.9,2,3,144.68,mensual,credito,cable,1,0,2,centro,45,1
27,90.4,2440.8,1,3,171.46,anual,debito,fibra,0,0,2,centro,68,1
26,72.48,1884.48,3,1,138.89,mensual,debito,fibra,1,1,4,norte,35,1
26,86.21,2241.46,1,2,112.35,mensual,debito,fibra,1,0,2,norte,47,0
4,54.92,219.68,0,2,99.1,bianual,debito,fibra,1,0,4,norte,34,1
41,25.05,1027.05,2,0,99.59,anual,debito,movil,1,0,4,sur,58,0
11,89.36,982.96,0,1,105.32,mensual,debito,movil,0,0,4,oeste,47,0
16,88.39,1414.24,1,2,160.47,mensual,debito,fibra,1,0,4,centro,25,0
59,84.43,4981.37,2,0,104.89,anual,credito,movil,1,0,2,sur,78,0
13,82.39,1071.07,0,1,137.56,mensual,efectivo,fibra,1,0,4,sur,75,0
51,66.96,3414.96,1,1,175.32,mensual,transferencia,fibra,1,1,2,norte,27,0
3,95.94,287.82,2,0,93.48,mensual,credito,fibra,1,1,1,centro,71,1
9,92.08,828.72,2,2,114.65,mensual,transferencia,movil,1,1,3,oeste,58,1
20,91.63,1832.6,1,1,102.12,mensual,credito,movil,1,1,2,oeste,25,0
22,35.2,774.4,0,0,187.42,mensual,transferencia,fibra,1,0,3,sur,32,0
6,66.63,399.78,6,2,115.11,anual,transferencia,fibra,0,1,1,centro,71,0
15,112.88,1693.2,0,1,172.72,mensual,transferencia,movil,0,1,4,centro,48,0
42,72.48,3044.16,0,4,154.44,anual,efectivo,movil,1,0,2,centro,45,1
41,60.7,2488.7,2,0,130.31,mensual,debito,fibra,0,1,1,norte,19,1
8,49.31,394.48,5,0,79.02,mensual,transferencia,movil,1,1,4,sur,33,0
41,72.33,2965.53,2,2,113.46,mensual,credito,fibra,1,1,1,norte,65,0
50,85.25,4262.5,2,2,83.57,anual,credito,cable,1,1,3,centro,20,0
3,62.9,188.7,1,2,162.49,mensual,debito,ninguno,0,0,4,oeste,30,0
22,58.84,1294.48,1,0,103.05,mensual,debito,fibra,1,1,2,norte,20,0
51,81.79,4171.29,3,2,53.15,mensual,transferencia,cable,1,0,3,centro,36,1
23,77.06,1772.38,2,2,43.32,bianual,debito,fibra,1,1,1,centro,40,0
17,101.69,1728.73,1,0,167.78,bianual,debito,movil,0,1,2,oeste,34,1
5,64.94,324.7,1,0,167.11,mensual,transferencia,fibra,1,1,2,norte,22,1
41,62.55,2564.55,3,4,48.78,mensual,credito,cable,1,0,1,centro,41,0
12,100.3,1203.6,1,0,163.4,anual,transferencia,fibra,1,1,3,norte,53,0
36,112.73,4058.28,4,1,133.39,bianual,debito,fibra,0,0,1,centro,70,0
21,70.27,1475.67,3,3,85.74,mensual,transferencia,movil,1,0,4,norte,26,0
20,90.65,1813.0,2,1,124.72,mensual,transferencia,fibra,1,1,3,sur,18,1
22,93.87,2065.14,4,1,113.18,mensual,credito,fibra,1,1,2,centro,47,1
43,97.42,4189.06,1,1,100.37,mensual,credito,movil,1,1,3,centro,58,0
38,81.08,3081.04,1,0,108.27,mensual,efectivo,movil,1,0,2,sur,20,1
33,69.35,2288.55,1,1,140.09,anual,transferencia,fibra,1,0,1,sur,57,1
12,75.14,901.68,1,1,164.04,anual,debito,fibra,1,1,2,centro,60,1
35,119.22,4172.7,1,3,138.5,mensual,credito,cable,1,1,4,sur,71,0
14,50.78,710.92,2,1,87.35,mensual,credito,cable,1,1,3,centro,50,0
21,43.26,908.46,4,0,172.73,bianual,transferencia,fibra,1,0,1,centro,59,0
4,78.0,312.0,4,2,114.64,mensual,debito,fibra,0,1,1,centro,46,0
56,78.08,4372.48,2,2,91.92,mensual,debito,fibra,1,0,1,centro,25,0
23,79.41,1826.43,3,2,57.07,bianual,transferencia,movil,1,1,4,sur,58,0
46,49.01,2254.46,2,2,143.08,mensual,debito,fibra,1,1,3,centro,33,0
30,54.21,1626.3,3,1,62.08,mensual,credito,fibra,1,1,4,norte,41,0
17,73.74,1253.58,3,3,144.0,mensual,efectivo,movil,1,0,3,oeste,24,0
31,71.63,2220.53,2,4,130.28,anual,debito,cable,1,0,1,oeste,46,0
22,93.9,2065.8,6,3,187.97,bianual,transferencia,movil,1,0,3,sur,34,1
16,45.05,720.8,2,3,184.02,mensual,transferencia,cable,1,1,3,centro,53,0
49,91.95,4505.55,0,1,223.26,anual,credito,movil,1,0,4,oeste,34,1
45,39.16,1762.2,3,0,31.71,mensual,transferencia,movil,1,0,1,sur,33,1
30,82.63,2478.9,0,2,108.54,bianual,efectivo,fibra,1,0,3,sur,35,0
13,93.98,1221.74,5,1,88.84,mensual,credito,fibra,0,1,1,oeste,74,1
20,75.19,1503.8,2,0,177.0,bianual,credito,cable,1,0,1,norte,70,0
28,92.51,2590.28,1,5,110.94,mensual,transferencia,movil,1,1,3,centro,26,1
35,59.52,2083.2,5,1,55.9,mensual,credito,cable,1,1,3,oeste,39,0
43,63.63,2736.09,3,2,156.97,mensual,debito,movil,0,0,4,centro,74,1
3,76.01,228.03,2,2,102.21,anual,debito,movil,1,0,4,norte,38,0
32,107.62,3443.84,0,3,142.59,mensual,credito,fibra,0,1,4,sur,64,0
41,72.15,2958.15,1,2,46.65,bianual,debito,fibra,1,0,2,oeste,50,1
9,55.35,498.15,3,1,206.66,anual,debito,fibra,1,1,4,sur,70,0
42,85.34,3584.28,0,0,124.37,mensual,transferencia,fibra,1,1,2,centro,55,0
14,66.95,937.3,1,3,144.19,mensual,efectivo,ninguno,1,1,4,norte,70,0
11,88.39,972.29,2,1,109.17,anual,transferencia,fibra,0,0,3,centro,63,1
44,44.09,1939.96,2,3,151.04,anual,transferencia,fibra,1,1,3,centro,66,0
4,88.12,352.48,2,1,134.42,mensual,credito,fibra,1,1,1,oeste,37,0
2,84.08,168.16,0,3,179.9,mensual,transferencia,movil,1,1,4,centro,37,0
49,53.46,2619.54,0,1,148.74,anual,efectivo,cable,0,0,1,oeste,63,0
36,93.89,3380.04,0,2,47.12,bianual,debito,fibra,0,0,4,centro,67,0
36,68.11,2451.96,0,1,179.48,mensual,transferencia,ninguno,1,0,3,oeste,54,0
7,73.29,513.03,4,0,144.16,anual,transferencia,movil,1,0,1,sur,20,1
40,88.3,3532.0,1,1,181.0,bianual,debito,cable,0,0,1,centro,25,0
23,85.68,1970.64,3,4,67.69,mensual,credito,cable,1,1,1,sur,22,0
22,37.13,816.86,1,1,163.55,bianual,credito,cable,0,0,2,centro,41,0
22,70.58,1552.76,1,4,111.79,mensual,debito,fibra,1,1,2,norte,28,1
39,76.21,2972.19,0,4,102.7,mensual,credito,fibra,1,0,1,sur,53,0
11,79.28,872.08,1,1,278.34,mensual,transferencia,fibra,0,0,2,sur,42,0
46,82.66,3802.36,0,5,115.6,anual,credito,fibra,1,0,3,sur,69,1
9,60.1,540.9,2,2,14.05,bianual,credito,fibra,1,1,3,norte,63,0
40,51.5,2060.0,0,3,175.32,anual,debito,fibra,0,0,4,centro,37,1
6,72.69,436.14,3,0,147.13,mensual,credito,fibra,1,0,2,centro,23,0
7,81.97,573.79,1,1,132.49,mensual,debito,fibra,0,1,4,centro,67,1
1,75.32,75.32,2,1,126.86,mensual,transferencia,movil,1,0,1,norte,62,0
14,91.9,1286.6,2,1,39.28,anual,debito,movil,0,1,4,oeste,29,0
1,100.42,100.42,5,2,145.94,anual,transferencia,fibra,1,1,2,sur,68,0
45,86.0,3870.0,3,0,48.74,anual,transferencia,fibra,1,0,1,sur,71,1
25,59.67,1491.75,3,0,114.65,mensual,transferencia,movil,1,1,2,oeste,53,1
13,73.47,955.11,2,1,184.04,anual,credito,fibra,0,0,3,sur,19,1
42,70.12,2945.04,4,3,185.94,mensual,transferencia,movil,0,1,1,norte,57,1
48,86.36,4145.28,1,3,95.01,bianual,credito,fibra,0,0,1,norte,69,0
22,87.46,1924.12,2,1,123.28,mensual,efectivo,fibra,1,1,3,oeste,40,0
26,95.28,2477.28,0,3,104.66,bianual,debito,cable,1,1,2,sur,37,0
26,66.64,1732.64,3,2,93.03,anual,efectivo,fibra,0,0,3,oeste,59,0
33,61.82,2040.06,4,3,228.99,anual,debito,movil,0,0,1,centro,51,1
33,44.85,1480.05,4,3,150.5,anual,transferencia,fibra,0,1,1,centro,55,0
39,68.55,2673.45,5,4,97.45,mensual,efectivo,fibra,1,1,3,centro,51,1
19,100.31,1905.89,1,3,240.02,mensual,transferencia,fibra,0,1,4,norte,26,0
32,83.97,2687.04,1,0,128.59,bianual,efectivo,fibra,1,0,2,centro,77,0
7,45.07,315.49,1,1,47.79,mensual,efectivo,fibra,1,0,4,oeste,66,0
39,44.51,1735.89,0,2,172.72,anual,debito,fibra,1,1,2,centro,40,0
9,106.63,959.67,2,2,69.33,mensual,credito,movil,1,0,2,sur,30,0
39,42.83,1670.37,1,1,64.46,mensual,debito,fibra,1,0,1,oeste,38,1
35,76.09,2663.15,1,1,220.59,mensual,credito,movil,1,1,3,oeste,40,1
42,103.06,4328.52,2,2,88.07,anual,debito,fibra,1,0,1,oeste,33,1
3,72.23,216.69,2,2,87.58,anual,transferencia,fibra,0,1,3,norte,23,1
34,61.62,2095.08,2,3,212.68,anual,transferencia,fibra,0,0,2,centro,27,0
32,99.53,3184.96,2,0,141.33,bianual,credito,fibra,1,1,3,centro,72,0
50,65.27,3263.5,1,4,125.65,mensual,debito,ninguno,1,1,1,centro,29,0
19,82.26,1562.94,0,2,137.86,mensual,credito,fibra,0,1,1,centro,73,1
33,80.41,2653.53,2,1,136.28,bianual,transferencia,fibra,1,0,3,oeste,63,1
14,114.52,1603.28,1,1,183.54,mensual,debito,fibra,0,0,2,norte,58,1
55,90.54,4979.7,2,2,149.88,mensual,transferencia,fibra,0,1,3,centro,75,0
42,75.58,3174.36,2,0,86.61,anual,credito,fibra,1,1,3,norte,56,0
26,83.22,2163.72,3,3,94.57,mensual,debito,fibra,0,0,4,centro,22,1
1,76.07,76.07,0,2,135.3,mensual,transferencia,fibra,1,1,3,centro,42,0
27,30.33,818.91,2,1,167.18,mensual,debito,fibra,1,1,1,norte,61,0
7,92.15,645.05,1,0,155.73,mensual,debito,fibra,1,0,1,centro,47,0
2,30.72,61.44,2,4,127.84,mensual,efectivo,movil,0,0,1,norte,51,1
11,98.45,1082.95,0,1,81.59,mensual,debito,fibra,1,0,3,norte,51,0
39,78.98,3080.22,3,2,105.6,mensual,credito,movil,1,1,4,centro,18,0
43,117.79,5064.97,1,1,12.91,mensual,credito,fibra,1,1,1,norte,64,0
14,71.67,1003.38,2,2,34.59,anual,debito,fibra,1,1,3,oeste,27,0
21,105.32,2211.72,2,3,160.08,mensual,debito,cable,0,1,3,norte,68,0
32,76.65,2452.8,1,2,112.34,mensual,credito,movil,0,0,2,oeste,74,0
7,43.74,306.18,1,2,162.57,bianual,debito,fibra,0,0,4,norte,60,1
32,78.58,2514.56,3,2,199.73,bianual,debito,fibra,0,0,2,centro,31,0
23,103.37,2377.51,2,3,108.62,mensual,credito,fibra,1,0,1,oeste,50,0
18,68.95,1241.1,1,3,108.3,anual,credito,fibra,1,1,2,centro,38,1
28,108.44,3036.32,0,1,166.58,mensual,debito,fibra,1,1,1,norte,70,0
21,73.47,1542.87,1,1,71.82,mensual,credito,fibra,0,0,3,norte,55,0
19,51.83,984.77,3,1,87.05,mensual,credito,fibra,1,0,4,sur,24,1
20,55.32,1106.4,0,2,78.06,anual,credito,movil,0,1,2,centro,63,0
44,25.39,1117.16,3,2,140.85,mensual,transferencia,ninguno,1,1,3,oeste,59,0
38,57.71,2192.98,1,0,87.56,anual,efectivo,movil,1,0,3,norte,42,1
